"id";"title";"goodreads_book_id";"best_book_id";"work_id";"books_count";"original_publication_year";"author_id";"isbn";"isbn13";"language_code";"likes";"image_url";"small_image_url";"genre_id";"dislikes"
5027;"Genome: the Autobiography of a Species in 23 Chapters";4591;4591;1987129;44;"1999.0";4493;"60894083";"9.78006089408e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;0
5028;"The Going-To-Bed Book";53580;53580;52255;15;"1982.0";4206;"671449028";"9.78067144902e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
5029;"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)";112675;112675;108493;45;"2001.0";2799;"64473627";"9.78006447362e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
5030;"Desecration (Left Behind, #9)";27526;27526;1008407;34;"2001.0";2627;"842332294";"9.78084233229e+12";"en-US";0;"https://images.gr-assets.com/books/1406505722m/27526.jpg";"https://images.gr-assets.com/books/1406505722s/27526.jpg";9;0
5031;"Redeployment";18114068;18114068;25441299;31;"2014.0";4494;"1594204993";"9.781594205e+12";"eng";0;"https://images.gr-assets.com/books/1417987993m/18114068.jpg";"https://images.gr-assets.com/books/1417987993s/18114068.jpg";2;0
5032;"Going Bovine";6512140;6512140;4733312;20;"2009.0";2671;"385733976";"9.78038573398e+12";"eng";0;"https://images.gr-assets.com/books/1320391025m/6512140.jpg";"https://images.gr-assets.com/books/1320391025s/6512140.jpg";13;0
5033;"The Postman Always Rings Twice";25807;25807;808562;115;"1934.0";4495;"752861743";"9.78075286175e+12";"eng";0;"https://images.gr-assets.com/books/1344265267m/25807.jpg";"https://images.gr-assets.com/books/1344265267s/25807.jpg";8;0
5034;"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)";6555517;6555517;6549320;36;"2010.0";3275;"385736843";"9.78038573685e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
5035;"Shadow Divers";9530;9530;1267146;33;"2004.0";4496;"965925072";"9.78096592508e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5036;"Moon Over Manifest";8293938;8293938;13142485;30;"2010.0";4497;"385907508";"9.78038590751e+12";"eng";0;"https://images.gr-assets.com/books/1320541883m/8293938.jpg";"https://images.gr-assets.com/books/1320541883s/8293938.jpg";6;0
5037;"The Glass Palace";77103;77103;74541;58;"2000.0";4498;"375758771";"9.78037575878e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
5038;"Chopsticks";10710392;10710392;15620818;3;"2012.0";4499;"1595144358";"9.78159514436e+12";"eng";0;"https://images.gr-assets.com/books/1364073067m/10710392.jpg";"https://images.gr-assets.com/books/1364073067s/10710392.jpg";7;0
5039;"Every Fifteen Minutes";21853628;21853628;41125525;17;"2015.0";3903;"125001011X";"9.78125001012e+12";"en-CA";0;"https://images.gr-assets.com/books/1428638866m/21853628.jpg";"https://images.gr-assets.com/books/1428638866s/21853628.jpg";4;0
5040;"The Eye of Minds (The Mortality Doctrine, #1)";16279856;16279856;22380916;46;"2013.0";2372;"385741391";"9.78038574139e+12";"eng";0;"https://images.gr-assets.com/books/1358659346m/16279856.jpg";"https://images.gr-assets.com/books/1358659346s/16279856.jpg";12;0
5041;"4:50 from Paddington (Miss Marple, #8)";140278;140278;6490729;233;"1957.0";2445;"1579126936";"9.78157912693e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;0
5042;"Ceremony in Death (In Death, #5)";74036;74036;1961195;66;"1997.0";2792;"749934123";"9.78074993412e+12";"eng";0;"https://images.gr-assets.com/books/1376018955m/74036.jpg";"https://images.gr-assets.com/books/1376018955s/74036.jpg";13;0
5043;"Cockroaches (Harry Hole, #2)";18373214;18373214;2220355;104;"1998.0";3203;"345807154";"9.78034580715e+12";"eng";0;"https://images.gr-assets.com/books/1418343189m/18373214.jpg";"https://images.gr-assets.com/books/1418343189s/18373214.jpg";17;0
5044;"Grave Surprise (Harper Connelly, #2)";140078;140078;3159799;41;"2006.0";2442;"425212033";"9.78042521204e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;0
5045;"City of the Beasts (Eagle and Jaguar, #1)";3304;3304;1266827;93;"2002.0";2712;"60535032";"9.78006053503e+12";"eng";0;"https://images.gr-assets.com/books/1331488122m/3304.jpg";"https://images.gr-assets.com/books/1331488122s/3304.jpg";9;0
5046;"The Martian";18007564;18007564;21825181;148;"2012.0";2408;"804139024";"9.78080413902e+12";"eng";423344;"https://images.gr-assets.com/books/1413706054m/18007564.jpg";"https://images.gr-assets.com/books/1413706054s/18007564.jpg";3;4231020
5047;"The Scar (Bas-Lag, #2)";68497;68497;731674;46;"2002.0";3506;"345460014";"9.78034546001e+12";"eng";0;"https://images.gr-assets.com/books/1320435192m/68497.jpg";"https://images.gr-assets.com/books/1320435192s/68497.jpg";2;0
5048;"Haunted (The Mediator, #5)";23225;23225;3239545;45;"2003.0";2622;"60751649";"9.78006075165e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5049;"Dragondrums (Harper Hall, #3)";28553;28553;1592020;45;"1979.0";2929;"689860064";"9.78068986006e+12";"eng";0;"https://images.gr-assets.com/books/1410942131m/28553.jpg";"https://images.gr-assets.com/books/1410942131s/28553.jpg";11;0
5050;"The Story of Beautiful Girl";9545064;9545064;13472700;34;"2011.0";4501;"446574465";"9.78044657446e+12";"";0;"https://images.gr-assets.com/books/1336851169m/9545064.jpg";"https://images.gr-assets.com/books/1336851169s/9545064.jpg";13;0
5051;"Galileo's Daughter: A Historical Memoir of Science, Faith and Love";18646;18646;2351782;60;"1999.0";3416;"140280553";"9.78014028056e+12";"en-US";0;"https://images.gr-assets.com/books/1414607526m/18646.jpg";"https://images.gr-assets.com/books/1414607526s/18646.jpg";15;0
5052;"Mila 18";42692;42692;1437605;42;"1961.0";2946;"553241605";"9.7805532416e+12";"eng";0;"https://images.gr-assets.com/books/1359742799m/42692.jpg";"https://images.gr-assets.com/books/1359742799s/42692.jpg";6;0
5053;"Drawing from Memory";11391817;11391817;16323867;4;"2011.0";4502;"545176867";"9.78054517687e+12";"eng";0;"https://images.gr-assets.com/books/1328837508m/11391817.jpg";"https://images.gr-assets.com/books/1328837508s/11391817.jpg";2;0
5054;"Sea of Poppies (Ibis Trilogy, #1)";1330324;1330324;1319808;75;"2008.0";4498;"071956896X";"9.78071956896e+12";"eng";0;"https://images.gr-assets.com/books/1327376395m/1330324.jpg";"https://images.gr-assets.com/books/1327376395s/1330324.jpg";4;0
5055;"Nightfall";99245;99245;858297;47;"1970.0";2497;"553290991";"9.780553291e+12";"eng";0;"https://images.gr-assets.com/books/1368557860m/99245.jpg";"https://images.gr-assets.com/books/1368557860s/99245.jpg";16;0
5056;"How I Became a Pirate";18005;18005;1878218;18;"2003.0";4503;"152018484";"9.78015201848e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
5057;"The Monkey Wrench Gang (Monkey Wrench Gang, #1)";99208;99208;2803318;39;"1975.0";3739;"61129763";"9.78006112977e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5058;"Last Night in Twisted River";6323821;6323821;6259580;61;"2009.0";2526;"1400063841";"9.78140006384e+12";"eng";0;"https://images.gr-assets.com/books/1399850194m/6323821.jpg";"https://images.gr-assets.com/books/1399850194s/6323821.jpg";12;0
5059;"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived";10115852;10115852;15013397;24;"2011.0";4379;"006204964X";"9.78006204964e+12";"eng";0;"https://images.gr-assets.com/books/1327878550m/10115852.jpg";"https://images.gr-assets.com/books/1327878550s/10115852.jpg";11;0
5060;"Bite Club (The Morganville Vampires, #10)";9376345;9376345;13673332;23;"2011.0";3185;"451233182";"9.78045123319e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5061;"A Matter of Honor";78970;78970;520878;53;"1985.0";2921;"312933541";"9.78031293355e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;0
5062;"Mr. Perfect";469901;469901;487629;47;"2000.0";4504;"743482883";"9.78074348288e+12";"eng";0;"https://images.gr-assets.com/books/1327960914m/469901.jpg";"https://images.gr-assets.com/books/1327960914s/469901.jpg";16;0
5063;"Up to Me (The Bad Boys, #2)";16093188;16093188;21899204;37;"2013.0";3379;"";"";"eng";0;"https://images.gr-assets.com/books/1355328750m/16093188.jpg";"https://images.gr-assets.com/books/1355328750s/16093188.jpg";8;0
5064;"Waking Up Married (Waking Up, #1)";16124019;16124019;21940541;12;"2012.0";4505;"";"";"en-US";0;"https://images.gr-assets.com/books/1352411782m/16124019.jpg";"https://images.gr-assets.com/books/1352411782s/16124019.jpg";17;0
5065;"No Time for Goodbye (No Time For Goodbye #1)";1225261;1225261;2906898;75;"2007.0";4506;"055380555X";"9.78055380555e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;0
5066;"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World";207802;207802;2156005;24;"2004.0";4507;"60730269";"9.78006073026e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
5067;"The Dragon Keeper (Rain Wild Chronicles, #1)";4703450;4703450;4767778;33;"2009.0";2679;"7273746";"9.78000727374e+12";"eng";0;"https://images.gr-assets.com/books/1330079386m/4703450.jpg";"https://images.gr-assets.com/books/1330079386s/4703450.jpg";2;0
5068;"A Sand County Almanac and Sketches Here and There";210404;210404;321811;74;"1949.0";4508;"195007778";"9.78019500777e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
5069;"Lassie Come-Home";895886;895886;1065795;93;"1940.0";4509;"805072063";"9.78080507207e+12";"";0;"https://images.gr-assets.com/books/1316130656m/895886.jpg";"https://images.gr-assets.com/books/1316130656s/895886.jpg";8;0
5070;"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health";178788;178788;544922;55;"2001.0";4510;"1932100660";"9.78193210066e+12";"en-GB";0;"https://images.gr-assets.com/books/1376474019m/178788.jpg";"https://images.gr-assets.com/books/1376474019s/178788.jpg";9;0
5071;"The Gruffalo";1013383;1013383;999507;41;"1999.0";4511;"333710932";"9.78033371094e+12";"eng";0;"https://images.gr-assets.com/books/1329674496m/1013383.jpg";"https://images.gr-assets.com/books/1329674496s/1013383.jpg";13;0
5072;"The Salmon of Doubt (Dirk Gently, #3)";359;359;809325;55;"2002.0";2343;"345455290";"9.78034545529e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
5073;"The City and the Stars";250024;250024;925052;96;"1956.0";2625;"1857987632";"9.78185798764e+12";"eng";0;"https://images.gr-assets.com/books/1340242824m/250024.jpg";"https://images.gr-assets.com/books/1340242824s/250024.jpg";15;0
5074;"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)";18667307;18667307;26492586;27;"2012.0";4512;"2723495612";"9.78272349562e+12";"fre";0;"https://images.gr-assets.com/books/1498748457m/18667307.jpg";"https://images.gr-assets.com/books/1498748457s/18667307.jpg";16;0
5075;"How to Train Your Dragon (How to Train Your Dragon, #1)";352262;352262;1484561;89;"2003.0";4513;"316737372";"9.78031673737e+12";"en-US";0;"https://images.gr-assets.com/books/1431930187m/352262.jpg";"https://images.gr-assets.com/books/1431930187s/352262.jpg";6;0
5076;"Brief Interviews with Hideous Men";6753;6753;1221616;53;"1999.0";3169;"034911188X";"9.78034911189e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5077;"All Around the Town";170619;170619;1493482;71;"1992.0";3736;"1416516727";"9.78141651673e+12";"";0;"https://images.gr-assets.com/books/1355139896m/170619.jpg";"https://images.gr-assets.com/books/1355139896s/170619.jpg";8;0
5078;"L.A. Candy (L.A. Candy, #1)";4758093;4758093;4822885;30;"2009.0";4514;"61767581";"9.78006176759e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
5079;"The Siren";6618272;6618272;6812394;47;"2009.0";2449;"1440154236";"9.78144015423e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5080;"The Quiet Game";43993;43993;5951642;48;"1999.0";4274;"340686030";"9.78034068603e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
5081;"American Sphinx: The Character of Thomas Jefferson";22680;22680;1704815;16;"1996.0";3757;"679764410";"9.78067976441e+12";"eng";0;"https://images.gr-assets.com/books/1403187214m/22680.jpg";"https://images.gr-assets.com/books/1403187214s/22680.jpg";3;0
5082;"Headhunters";11777020;11777020;3609998;101;"2008.0";3203;"307948684";"9.78030794869e+12";"eng";0;"https://images.gr-assets.com/books/1320551831m/11777020.jpg";"https://images.gr-assets.com/books/1320551831s/11777020.jpg";11;0
5083;"The Messenger (Gabriel Allon, #6)";93793;93793;1366575;56;"2006.0";3671;"399153357";"9.78039915336e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5084;"The Sheltering Sky";243598;243598;2287950;70;"1949.0";4515;"141023422";"9.78014102343e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
5085;"The Rest of Us Just Live Here";22910900;22910900;42475450;40;"2015.0";2875;"1406331163";"9.78140633116e+12";"eng";0;"https://images.gr-assets.com/books/1429800081m/22910900.jpg";"https://images.gr-assets.com/books/1429800081s/22910900.jpg";4;0
5086;"The Lady Elizabeth";1933181;1933181;1935630;34;"2008.0";3372;"345495357";"9.78034549536e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5087;"The Astronaut Wives Club";16131193;16131193;21956738;21;"2013.0";4516;"1455503258";"9.78145550325e+12";"eng";0;"https://images.gr-assets.com/books/1352436564m/16131193.jpg";"https://images.gr-assets.com/books/1352436564s/16131193.jpg";5;0
5088;"The Man Who Was Thursday: A Nightmare";184419;184419;195447;548;"1908.0";4482;"375757910";"9.78037575791e+12";"eng";0;"https://images.gr-assets.com/books/1403181403m/184419.jpg";"https://images.gr-assets.com/books/1403181403s/184419.jpg";7;0
5089;"Cheaper by the Dozen";764903;764903;1925199;82;"1948.0";4517;"006008460X";"9.78006008461e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5090;"The Monster of Florence";2198274;2198274;2204022;53;"2008.0";3082;"446581194";"9.7804465812e+12";"en-US";0;"https://images.gr-assets.com/books/1306075698m/2198274.jpg";"https://images.gr-assets.com/books/1306075698s/2198274.jpg";9;0
5091;"Winter's Bone";112525;112525;1693257;44;"2006.0";4518;"031605755X";"9.78031605755e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;0
5092;"Seduced by Moonlight (Merry Gentry, #3)";30243;30243;3341458;40;"2004.0";2914;"553816322";"9.78055381633e+12";"eng";0;"https://images.gr-assets.com/books/1500145890m/30243.jpg";"https://images.gr-assets.com/books/1500145890s/30243.jpg";6;0
5093;"Sword Song (The Saxon Stories, #4)";1297150;1297150;3186921;61;"2007.0";3466;"60888644";"9.78006088864e+12";"en-US";0;"https://images.gr-assets.com/books/1407111536m/1297150.jpg";"https://images.gr-assets.com/books/1407111536s/1297150.jpg";2;0
5094;"Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food";1734639;1734639;1732127;19;"2007.0";4519;"61251348";"9.78006125134e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5095;"The Weight of Water";228534;228534;221326;59;"1997.0";3019;"316780375";"9.78031678038e+12";"eng";0;"https://images.gr-assets.com/books/1327936566m/228534.jpg";"https://images.gr-assets.com/books/1327936566s/228534.jpg";4;0
5096;"Music of the Heart (Runaway Train, #1)";16062210;16062210;21850431;10;"2013.0";3771;"1301786454";"9.78130178646e+12";"eng";0;"https://images.gr-assets.com/books/1458915186m/16062210.jpg";"https://images.gr-assets.com/books/1458915186s/16062210.jpg";6;0
