"id";"title";"original_publication_year";"author_id";"likes";"image_url";"small_image_url";"genre_id";"dislikes"
34;"Fifty Shades of Grey (Fifty Shades, #1)";"2011.0";2325;1338493;"https://images.gr-assets.com/books/1385207843m/10818853.jpg";"https://images.gr-assets.com/books/1385207843s/10818853.jpg";2;416299
35;"The Alchemist";"1988.0";2326;1299566;"https://images.gr-assets.com/books/1483412266m/865.jpg";"https://images.gr-assets.com/books/1483412266s/865.jpg";5;301741
36;"The Giver (The Giver, #1)";"1993.0";2327;1296825;"https://images.gr-assets.com/books/1342493368m/3636.jpg";"https://images.gr-assets.com/books/1342493368s/3636.jpg";12;295506
37;"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)";"1950.0";2328;1531800;"https://images.gr-assets.com/books/1353029077m/100915.jpg";"https://images.gr-assets.com/books/1353029077s/100915.jpg";7;678257
38;"The Time Traveler's Wife";"2003.0";2329;746287;"https://images.gr-assets.com/books/1437728815m/14050.jpg";"https://images.gr-assets.com/books/1437728815s/14050.jpg";1;395768
39;"A Game of Thrones (A Song of Ice and Fire, #1)";"1996.0";2330;1319204;"https://images.gr-assets.com/books/1436732693m/13496.jpg";"https://images.gr-assets.com/books/1436732693s/13496.jpg";3;426404
40;"Eat, Pray, Love";"2006.0";2331;1181647;"https://images.gr-assets.com/books/1503066414m/19501.jpg";"https://images.gr-assets.com/books/1503066414s/19501.jpg";13;29769
41;"The Lightning Thief (Percy Jackson and the Olympians, #1)";"2005.0";2332;1366265;"https://images.gr-assets.com/books/1400602609m/28187.jpg";"https://images.gr-assets.com/books/1400602609s/28187.jpg";12;213518
42;"Little Women (Little Women, #1)";"1868.0";2333;1257121;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;887295
43;"Jane Eyre";"1847.0";2334;1198557;"https://images.gr-assets.com/books/1327867269m/10210.jpg";"https://images.gr-assets.com/books/1327867269s/10210.jpg";10;72199
44;"The Notebook (The Notebook, #1)";"1996.0";2335;1053403;"https://images.gr-assets.com/books/1385738917m/15931.jpg";"https://images.gr-assets.com/books/1385738917s/15931.jpg";4;193560
45;"Life of Pi";"2001.0";2336;1003228;"https://images.gr-assets.com/books/1320562005m/4214.jpg";"https://images.gr-assets.com/books/1320562005s/4214.jpg";8;740404
46;"Water for Elephants";"2006.0";2337;1068146;"https://images.gr-assets.com/books/1494428973m/43641.jpg";"https://images.gr-assets.com/books/1494428973s/43641.jpg";16;148330
47;"The Book Thief";"2005.0";2338;1159741;"https://images.gr-assets.com/books/1390053681m/19063.jpg";"https://images.gr-assets.com/books/1390053681s/19063.jpg";16;556989
48;"Fahrenheit 451";"1953.0";2339;570498;"https://images.gr-assets.com/books/1351643740m/4381.jpg";"https://images.gr-assets.com/books/1351643740s/4381.jpg";15;561798
49;"New Moon (Twilight, #2)";"2006.0";2305;1149630;"https://images.gr-assets.com/books/1361039440m/49041.jpg";"https://images.gr-assets.com/books/1361039440s/49041.jpg";1;555202
50;"Where the Sidewalk Ends";"1974.0";2340;1016888;"https://images.gr-assets.com/books/1168052448m/30119.jpg";"https://images.gr-assets.com/books/1168052448s/30119.jpg";17;468225
51;"City of Bones (The Mortal Instruments, #1)";"2007.0";2341;1154031;"https://images.gr-assets.com/books/1432730315m/256683.jpg";"https://images.gr-assets.com/books/1432730315s/256683.jpg";6;984881
52;"Eclipse (Twilight, #3)";"2007.0";2305;1134511;"https://images.gr-assets.com/books/1361038355m/428263.jpg";"https://images.gr-assets.com/books/1361038355s/428263.jpg";10;1004935
53;"Eragon (The Inheritance Cycle, #1)";"2002.0";2342;1104021;"https://images.gr-assets.com/books/1366212852m/113436.jpg";"https://images.gr-assets.com/books/1366212852s/113436.jpg";10;959013
54;"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)";"1979.0";2343;936782;"https://images.gr-assets.com/books/1327656754m/11.jpg";"https://images.gr-assets.com/books/1327656754s/11.jpg";1;642550
55;"Brave New World";"1932.0";2344;1022601;"https://images.gr-assets.com/books/1487389574m/5129.jpg";"https://images.gr-assets.com/books/1487389574s/5129.jpg";4;842209
56;"Breaking Dawn (Twilight, #4)";"2008.0";2305;1070245;"https://images.gr-assets.com/books/1361039438m/1162543.jpg";"https://images.gr-assets.com/books/1361039438s/1162543.jpg";4;64473
57;"The Secret Life of Bees";"2001.0";2345;916189;"https://images.gr-assets.com/books/1473454532m/37435.jpg";"https://images.gr-assets.com/books/1473454532s/37435.jpg";14;760821
58;"The Adventures of Huckleberry Finn";"1884.0";2346;953758;"https://images.gr-assets.com/books/1405973850m/2956.jpg";"https://images.gr-assets.com/books/1405973850s/2956.jpg";16;926454
59;"Charlotte's Web";"1952.0";2347;1064521;"https://images.gr-assets.com/books/1439632243m/24178.jpg";"https://images.gr-assets.com/books/1439632243s/24178.jpg";11;389191
60;"The Curious Incident of the Dog in the Night-Time";"2003.0";2348;867553;"https://images.gr-assets.com/books/1479863624m/1618.jpg";"https://images.gr-assets.com/books/1479863624s/1618.jpg";14;792854
61;"The Girl on the Train";"2015.0";2349;1008778;"https://images.gr-assets.com/books/1490903702m/22557272.jpg";"https://images.gr-assets.com/books/1490903702s/22557272.jpg";10;476825
62;"The Golden Compass (His Dark Materials, #1)";"1995.0";2350;953970;"https://images.gr-assets.com/books/1451271747m/119322.jpg";"https://images.gr-assets.com/books/1451271747s/119322.jpg";1;593073
63;"Wuthering Heights";"1847.0";2351;899195;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;620820
64;"My Sister's Keeper";"2004.0";2352;863879;"https://images.gr-assets.com/books/1369504683m/10917.jpg";"https://images.gr-assets.com/books/1369504683s/10917.jpg";4;507116
65;"Slaughterhouse-Five";"1969.0";2353;846488;"https://images.gr-assets.com/books/1440319389m/4981.jpg";"https://images.gr-assets.com/books/1440319389s/4981.jpg";2;731243
66;"Gone with the Wind";"1936.0";2354;873981;"https://images.gr-assets.com/books/1328025229m/18405.jpg";"https://images.gr-assets.com/books/1328025229s/18405.jpg";15;487867
67;"A Thousand Splendid Suns";"2007.0";2313;818742;"https://images.gr-assets.com/books/1345958969m/128029.jpg";"https://images.gr-assets.com/books/1345958969s/128029.jpg";1;163335
68;"The Perks of Being a Wallflower";"1999.0";2355;888806;"https://images.gr-assets.com/books/1167352178m/22628.jpg";"https://images.gr-assets.com/books/1167352178s/22628.jpg";7;286943
69;"Insurgent (Divergent, #2)";"2012.0";2314;836362;"https://images.gr-assets.com/books/1325667729m/11735983.jpg";"https://images.gr-assets.com/books/1325667729s/11735983.jpg";8;13145
70;"Ender's Game (Ender's Saga, #1)";"1985.0";2356;813439;"https://images.gr-assets.com/books/1408303130m/375802.jpg";"https://images.gr-assets.com/books/1408303130s/375802.jpg";14;89529
71;"Frankenstein";"1818.0";2357;808589;"https://images.gr-assets.com/books/1381512375m/18490.jpg";"https://images.gr-assets.com/books/1381512375s/18490.jpg";13;406849
72;"The Shining (The Shining #1)";"1977.0";2358;791850;"https://images.gr-assets.com/books/1353277730m/11588.jpg";"https://images.gr-assets.com/books/1353277730s/11588.jpg";5;146977
73;"The Host (The Host, #1)";"2008.0";2305;749780;"https://images.gr-assets.com/books/1318009171m/1656001.jpg";"https://images.gr-assets.com/books/1318009171s/1656001.jpg";17;313844
74;"Looking for Alaska";"2005.0";2308;783470;"https://images.gr-assets.com/books/1394798630m/99561.jpg";"https://images.gr-assets.com/books/1394798630s/99561.jpg";16;419996
75;"Bridget Jones's Diary (Bridget Jones, #1)";"1996.0";2359;736498;"https://images.gr-assets.com/books/1292060045m/227443.jpg";"https://images.gr-assets.com/books/1292060045s/227443.jpg";11;312727
76;"Sense and Sensibility";"1811.0";2312;738894;"https://images.gr-assets.com/books/1397245675m/14935.jpg";"https://images.gr-assets.com/books/1397245675s/14935.jpg";13;380420
77;"Holes (Holes, #1)";"1998.0";2360;747445;"https://images.gr-assets.com/books/1327781893m/38709.jpg";"https://images.gr-assets.com/books/1327781893s/38709.jpg";1;224541
78;"The Devil Wears Prada (The Devil Wears Prada, #1)";"2003.0";2361;665930;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;637633
79;"The Odyssey";"-720.0";2362;670326;"https://images.gr-assets.com/books/1390173285m/1381.jpg";"https://images.gr-assets.com/books/1390173285s/1381.jpg";17;594113
80;"The Little Prince";"1946.0";2363;738757;"https://images.gr-assets.com/books/1367545443m/157993.jpg";"https://images.gr-assets.com/books/1367545443s/157993.jpg";7;412963
81;"The Glass Castle";"2005.0";2364;621099;"https://images.gr-assets.com/books/1400930557m/7445.jpg";"https://images.gr-assets.com/books/1400930557s/7445.jpg";17;84516
82;"Into the Wild";"1996.0";2365;647684;"https://images.gr-assets.com/books/1403173986m/1845.jpg";"https://images.gr-assets.com/books/1403173986s/1845.jpg";5;2190
83;"A Tale of Two Cities";"1859.0";2366;637412;"https://images.gr-assets.com/books/1344922523m/1953.jpg";"https://images.gr-assets.com/books/1344922523s/1953.jpg";2;387983
84;"Jurassic Park (Jurassic Park, #1)";"1990.0";2367;447833;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;14904
85;"The Giving Tree";"1964.0";2340;702332;"https://images.gr-assets.com/books/1174210942m/370493.jpg";"https://images.gr-assets.com/books/1174210942s/370493.jpg";8;239033
86;"A Time to Kill";"1989.0";2368;597775;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;359783
87;"Night (The Night Trilogy #1)";"1958.0";2369;691231;"https://images.gr-assets.com/books/1473495285m/1617.jpg";"https://images.gr-assets.com/books/1473495285s/1617.jpg";17;683163
88;"Paper Towns";"2008.0";2308;461311;"https://images.gr-assets.com/books/1349013610m/6442769.jpg";"https://images.gr-assets.com/books/1349013610s/6442769.jpg";14;62751
89;"The Princess Bride ";"1973.0";2370;628637;"https://images.gr-assets.com/books/1327903636m/21787.jpg";"https://images.gr-assets.com/books/1327903636s/21787.jpg";2;449570
90;"The Outsiders";"1967.0";2371;659248;"https://images.gr-assets.com/books/1442129426m/231804.jpg";"https://images.gr-assets.com/books/1442129426s/231804.jpg";8;110540
91;"The Maze Runner (Maze Runner, #1)";"2009.0";2372;719925;"https://images.gr-assets.com/books/1375596592m/6186357.jpg";"https://images.gr-assets.com/books/1375596592s/6186357.jpg";11;498853
92;"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)";"2005.0";2373;524191;"https://images.gr-assets.com/books/1327909092m/1202.jpg";"https://images.gr-assets.com/books/1327909092s/1202.jpg";15;504058
93;"The Secret Garden";"1911.0";2374;639357;"https://images.gr-assets.com/books/1327873635m/2998.jpg";"https://images.gr-assets.com/books/1327873635s/2998.jpg";13;466211
94;"One Hundred Years of Solitude";"1967.0";2375;490565;"https://images.gr-assets.com/books/1327881361m/320.jpg";"https://images.gr-assets.com/books/1327881361s/320.jpg";10;373400
95;"The Picture of Dorian Gray";"1891.0";2376;590014;"https://images.gr-assets.com/books/1424596966m/5297.jpg";"https://images.gr-assets.com/books/1424596966s/5297.jpg";3;364779
96;"Fifty Shades Freed (Fifty Shades, #3)";"2012.0";2325;387290;"https://images.gr-assets.com/books/1336418837m/13536860.jpg";"https://images.gr-assets.com/books/1336418837s/13536860.jpg";17;312848
97;"Dracula";"1897.0";2377;618973;"https://images.gr-assets.com/books/1387151694m/17245.jpg";"https://images.gr-assets.com/books/1387151694s/17245.jpg";6;113994
98;"The Girl Who Played with Fire (Millennium, #2)";"2006.0";2317;563994;"https://images.gr-assets.com/books/1351778881m/5060378.jpg";"https://images.gr-assets.com/books/1351778881s/5060378.jpg";2;280570
99;"Fifty Shades Darker (Fifty Shades, #2)";"2011.0";2325;552059;"https://images.gr-assets.com/books/1358266080m/11857408.jpg";"https://images.gr-assets.com/books/1358266080s/11857408.jpg";8;516095
100;"The Poisonwood Bible";"1998.0";2378;546502;"https://images.gr-assets.com/books/1412242487m/7244.jpg";"https://images.gr-assets.com/books/1412242487s/7244.jpg";8;99386
101;"Me Talk Pretty One Day";"2000.0";2379;495736;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;51920
102;"Where the Wild Things Are";"1963.0";2380;620618;"https://images.gr-assets.com/books/1384434560m/19543.jpg";"https://images.gr-assets.com/books/1384434560s/19543.jpg";16;607019
103;"The Count of Monte Cristo";"1844.0";2381;555822;"https://images.gr-assets.com/books/1309203605m/7126.jpg";"https://images.gr-assets.com/books/1309203605s/7126.jpg";14;320286
104;"The Road";"2006.0";2382;504793;"https://images.gr-assets.com/books/1439197219m/6288.jpg";"https://images.gr-assets.com/books/1439197219s/6288.jpg";16;478002
105;"Allegiant (Divergent, #3)";"2013.0";2314;463257;"https://images.gr-assets.com/books/1395582745m/18710190.jpg";"https://images.gr-assets.com/books/1395582745s/18710190.jpg";5;2743
106;"Bossypants";"2011.0";2383;506250;"https://images.gr-assets.com/books/1481509554m/9418327.jpg";"https://images.gr-assets.com/books/1481509554s/9418327.jpg";14;95591
107;"A Walk to Remember";"1999.0";2335;546948;"https://images.gr-assets.com/books/1385738968m/3473.jpg";"https://images.gr-assets.com/books/1385738968s/3473.jpg";1;506666
108;"Confessions of a Shopaholic (Shopaholic, #1)";"2000.0";2384;543658;"https://images.gr-assets.com/books/1327872404m/9416.jpg";"https://images.gr-assets.com/books/1327872404s/9416.jpg";13;35495
109;"Les Miserables";"1862.0";2385;513407;"https://images.gr-assets.com/books/1411852091m/24280.jpg";"https://images.gr-assets.com/books/1411852091s/24280.jpg";7;281034
110;"A Clash of Kings  (A Song of Ice and Fire, #2)";"1998.0";2330;523303;"https://images.gr-assets.com/books/1358254974m/10572.jpg";"https://images.gr-assets.com/books/1358254974s/10572.jpg";8;283150
111;"The Memory Keeper's Daughter";"2005.0";2386;501430;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;31713
112;"Me Before You (Me Before You, #1)";"2012.0";2387;587647;"https://images.gr-assets.com/books/1357108762m/15507958.jpg";"https://images.gr-assets.com/books/1357108762s/15507958.jpg";7;407227
113;"Catch-22";"1961.0";2388;563265;"https://images.gr-assets.com/books/1463157317m/168668.jpg";"https://images.gr-assets.com/books/1463157317s/168668.jpg";2;154986
114;"Tuesdays with Morrie";"1997.0";2389;556518;"https://images.gr-assets.com/books/1423763749m/6900.jpg";"https://images.gr-assets.com/books/1423763749s/6900.jpg";15;165201
115;"Middlesex";"2002.0";2390;488243;"https://images.gr-assets.com/books/1437029776m/2187.jpg";"https://images.gr-assets.com/books/1437029776s/2187.jpg";8;321637
116;"The Adventures of Tom Sawyer";"1876.0";2346;555359;"https://images.gr-assets.com/books/1404811979m/24583.jpg";"https://images.gr-assets.com/books/1404811979s/24583.jpg";17;223966
117;"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)";"1962.0";2391;615907;"https://images.gr-assets.com/books/1329061522m/18131.jpg";"https://images.gr-assets.com/books/1329061522s/18131.jpg";13;24707
118;"The Joy Luck Club";"1989.0";2392;515090;"https://images.gr-assets.com/books/1304978653m/7763.jpg";"https://images.gr-assets.com/books/1304978653s/7763.jpg";10;510314
119;"The Handmaid's Tale";"1985.0";2393;607889;"https://images.gr-assets.com/books/1498057733m/38447.jpg";"https://images.gr-assets.com/books/1498057733s/38447.jpg";11;506554
120;"The Sisterhood of the Traveling Pants (Sisterhood, #1)";"2001.0";2394;525706;"https://images.gr-assets.com/books/1461611233m/452306.jpg";"https://images.gr-assets.com/books/1461611233s/452306.jpg";1;102151
121;"Lolita";"1955.0";2395;469836;"https://images.gr-assets.com/books/1377756377m/7604.jpg";"https://images.gr-assets.com/books/1377756377s/7604.jpg";17;221602
122;"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)";"1995.0";2396;506900;"https://images.gr-assets.com/books/1437733293m/37442.jpg";"https://images.gr-assets.com/books/1437733293s/37442.jpg";6;393030
123;"The Firm (Penguin Readers, Level 5)";"1991.0";2368;488269;"https://images.gr-assets.com/books/1418465200m/5358.jpg";"https://images.gr-assets.com/books/1418465200s/5358.jpg";11;225493
124;"Room";"2010.0";2397;511360;"https://images.gr-assets.com/books/1344265419m/7937843.jpg";"https://images.gr-assets.com/books/1344265419s/7937843.jpg";7;502682
125;"Hamlet";"1600.0";2320;515820;"https://images.gr-assets.com/books/1351051208m/1420.jpg";"https://images.gr-assets.com/books/1351051208s/1420.jpg";15;273219
126;"Dune (Dune Chronicles #1)";"1965.0";2398;485032;"https://images.gr-assets.com/books/1434908555m/234225.jpg";"https://images.gr-assets.com/books/1434908555s/234225.jpg";6;339188
127;"The Tipping Point: How Little Things Can Make a Big Difference";"2000.0";2399;490504;"https://images.gr-assets.com/books/1473396980m/2612.jpg";"https://images.gr-assets.com/books/1473396980s/2612.jpg";13;445138
128;"Steve Jobs";"2011.0";2400;560715;"https://images.gr-assets.com/books/1327861368m/11084145.jpg";"https://images.gr-assets.com/books/1327861368s/11084145.jpg";2;246508
129;"One Flew Over the Cuckoo's Nest";"1962.0";2401;491642;"https://images.gr-assets.com/books/1485308778m/332613.jpg";"https://images.gr-assets.com/books/1485308778s/332613.jpg";3;233836
130;"The Old Man and the Sea";"1952.0";2402;520630;"https://images.gr-assets.com/books/1329189714m/2165.jpg";"https://images.gr-assets.com/books/1329189714s/2165.jpg";3;30830
131;"The Grapes of Wrath";"1939.0";2323;322321;"https://images.gr-assets.com/books/1352912927m/4395.jpg";"https://images.gr-assets.com/books/1352912927s/4395.jpg";5;280166
132;"The Five People You Meet in Heaven";"2003.0";2389;449501;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;75709
133;"Anne of Green Gables (Anne of Green Gables, #1)";"1908.0";2403;502247;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;117775
134;"City of Glass (The Mortal Instruments, #3)";"2009.0";2341;593173;"https://images.gr-assets.com/books/1369452339m/3777732.jpg";"https://images.gr-assets.com/books/1369452339s/3777732.jpg";13;395761
135;"A Storm of Swords (A Song of Ice and Fire, #3)";"2000.0";2330;469022;"https://images.gr-assets.com/books/1497931121m/62291.jpg";"https://images.gr-assets.com/books/1497931121s/62291.jpg";14;296648
136;"Divine Secrets of the Ya-Ya Sisterhood";"1996.0";2404;465676;"https://images.gr-assets.com/books/1408313524m/137791.jpg";"https://images.gr-assets.com/books/1408313524s/137791.jpg";14;74893
137;"Outlander (Outlander, #1)";"1991.0";2405;515547;"https://images.gr-assets.com/books/1402600310m/10964.jpg";"https://images.gr-assets.com/books/1402600310s/10964.jpg";10;467440
138;"The Scarlet Letter";"1850.0";2406;509883;"https://images.gr-assets.com/books/1404810944m/12296.jpg";"https://images.gr-assets.com/books/1404810944s/12296.jpg";1;25981
139;"Miss Peregrinees Home for Peculiar Children (Miss Peregrinees Peculiar Children, #1)";"2011.0";2407;613674;"https://images.gr-assets.com/books/1472782916m/9460487.jpg";"https://images.gr-assets.com/books/1472782916s/9460487.jpg";13;328141
140;"The Girl Who Kicked the Hornet's Nest (Millennium, #3)";"2007.0";2317;443951;"https://images.gr-assets.com/books/1327708260m/6892870.jpg";"https://images.gr-assets.com/books/1327708260s/6892870.jpg";5;231172
141;"The Martian";"2012.0";2408;423344;"https://images.gr-assets.com/books/1413706054m/18007564.jpg";"https://images.gr-assets.com/books/1413706054s/18007564.jpg";3;423102
142;"The Pillars of the Earth (The Kingsbridge Series, #1)";"1989.0";2409;462517;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;201191
143;"All the Light We Cannot See";"2014.0";2410;470001;"https://images.gr-assets.com/books/1451445646m/18143977.jpg";"https://images.gr-assets.com/books/1451445646s/18143977.jpg";2;83038
144;"Unbroken: A World War II Story of Survival, Resilience, and Redemption";"2010.0";2411;487775;"https://images.gr-assets.com/books/1327861115m/8664353.jpg";"https://images.gr-assets.com/books/1327861115s/8664353.jpg";6;282134
145;"Deception Point";"2001.0";2311;455610;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;164938
